lon,lat,n,geo,type
40.9992,9.4682,2109,75,0
40.9982,9.4743,846,75,0
41.1033,9.5245,792,75,0
41.1794,9.8705,371,75,0
41.1948,9.756,305,75,0
41.195,9.5256,3019,75,0
41.2383,10.6763,6480,75,0
41.1026,10.1144,4500,75,0
41.0485,10.0718,480,75,0
41.1638,9.9761,9059,75,0
41.1639,9.9833,6432,75,0
41.3826,9.561,2100,75,0
43.1438,6.6155,1810,75,0
43.1571,6.7917,429,75,0
43.0792,6.5809,600,75,0
43.1324,6.5054,426,75,0
42.8373,6.4889,1197,75,0
43.4361,6.8531,273,75,0
43.3843,6.8754,632,75,0
43.5042,6.9634,1095,75,0
43.5362,7.0302,395,75,0
43.3191,6.9865,1182,75,0
43.3601,6.8827,453,75,0
42.8913,6.8661,285,75,0
42.9155,6.8055,408,75,0
42.9835,6.9802,2127,75,0
42.9309,7.0156,321,75,0
43.042,6.98,350,75,0
42.8925,7.2923,1104,75,0
43.1118,7.2491,976,75,0
43.144,7.154,958,75,0
43.2902,7.1664,546,75,0
43.3079,7.0866,694,75,0
43.2301,7.2189,1763,75,0
43.2543,7.3587,1373,75,0
43.2585,7.3072,775,75,0
43.3463,7.4887,720,75,0
43.4279,7.3036,1320,75,0
43.2979,7.3061,3154,75,0
42.7914,7.0802,1911,75,0
42.7036,7.2211,1645,75,0
42.6793,7.4155,732,75,0
42.443,7.3374,864,75,0
42.3554,7.3343,4241,75,0
42.2862,7.0881,282,75,0
42.2742,7.0872,641,75,0
42.9257,7.5696,734,75,0
42.8843,7.8198,558,75,0
42.8382,7.5689,804,75,0
42.8142,7.6131,830,75,0
42.7227,7.4524,1237,75,0
42.7619,7.5014,850,75,0
42.8384,7.6822,2488,75,0
42.7026,8.7682,700,75,0
39.1734,13.6475,179,75,0
39.1743,13.6428,137,75,0
39.1743,13.6374,173,75,0
40.3283,9.0144,1209,75,0
39.1685,13.2301,339,75,0
39.2603,13.2279,216,75,0
39.1996,13.1687,183,75,0
43.9227,7.4087,369,75,0
44.3416,6.6212,1524,75,0
44.3472,6.8376,437,75,0
44.775485,6.1110468,586,75,0
44.7761,6.083,298,75,0
44.5709,6.7818,468,75,0
44.4422,6.3498,1059,75,0
45.2957,7.5589,1484,75,0
45.0159,7.5035,1664,75,0
46.6487,7.4261,400,75,0
46.3121,7.698,463,75,0
46.4088,6.9792,518,75,0
46.4195,6.9642,550,75,0
45.3524,6.9985,871,75,0
45.0909,6.8187,700,75,0
45.3743,6.6602,542,75,0
45.2169,6.3662,1034,75,0
39.293,13.2777,170,75,0
37.9585,14.1041,6621,75,0
39.362,12.99,186,75,0
39.3853,13.0422,40,75,0
39.3196,13.0308,186,75,0
39.5451,12.7894,609,75,0
39.5478,12.7827,1126,75,0
42.3971,9.0372,1447,75,0
42.3952,9.0564,471,75,0
42.4186,8.7679,393,75,0
42.3727,8.7247,1336,75,0
42.4182,9.0744,1482,75,0
42.318,9.0794,1218,75,0
42.4489,8.8053,214,75,0
42.4105,8.9185,1899,75,0
42.3971,8.5821,542,75,0
41.3849,6.9634,1020,75,0
41.3902,7.0456,971,75,0
41.4544,7.1666,1440,75,0
41.538,7.1839,1440,75,0
41.5715,7.2482,660,75,0
41.6388,7.3416,903,75,0
41.6956,7.5381,303,75,0
41.7797,7.3848,1698,75,0
41.8636,7.2349,1260,75,0
41.8175,7.3378,540,75,0
42.22,7.3292,336,75,0
42.2181,7.4441,270,75,0
42.019,8.2745,300,75,0
41.8475,8.2694,750,75,0
41.9483,8.2698,542,75,0
39.5666,12.3936,135,75,0
39.558,13.6912,38,75,0
39.585,13.7756,229,75,0
39.5883,13.6939,194,75,0
39.7058,13.7537,208,75,0
39.7207,13.8194,190,75,0
39.7229,13.6456,224,75,0
38.326587,13.6784971,1924,75,0
38.3821185,13.6936133,204,75,0
39.6592,13.5552,76,75,0
39.6266,13.3938,1744,75,0
39.4319,13.3853,173,75,0
39.5675,13.4134,203,75,0
39.2707,13.5746,75,75,0
39.296,13.5627,83,75,0
39.5521,13.4252,307,75,0
39.4715,13.6018,93,75,0
39.424,13.591,292,75,0
39.514907,13.243276,68,75,0
39.2621,13.6103,73,75,0
39.5151,13.2467,219,75,0
39.367,13.3412,228,75,0
39.5211,13.2493,433,75,0
38.2811,13.5685,252,75,0
39.6449,13.7028,123,75,0
39.5562,13.638,102,75,0
39.5933,13.6911,96,75,0
39.6797,13.7314,77,75,0
39.7654,13.7781,91,75,0
37.8452,14.0594,117,75,0
38.418,14.179,683,75,0
38.1333271,13.5890967,3567,75,0
38.9762,13.5897,66,75,0
39.693,14.0939,89,75,0
39.0399,13.5401,509,75,0
39.3939,14.0931,125,75,0
38.9256,13.5379,61,75,0
38.9403,13.5485,73,75,0
39.4308,13.9832,222,75,0
39.5438,14.0174,68,75,0
38.1740873,13.6937632,512,75,0
38.3353661,13.674568,415,75,0
38.1413,13.5769,1198,75,0
38.2252669,13.5567529,404,75,0
38.1314954,13.5872411,827,75,0
39.5313,13.3593,306,75,0
39.5153,13.2455,588,75,0
39.3458,13.3702,122,75,0
39.5665,13.5782,205,75,0
39.3223,13.6456,57,75,0
39.6847,13.3853,959,75,0
39.4774,13.3797,86,75,0
39.5679,13.389,258,75,0
39.6829,13.5092,543,75,0
39.597,13.5012,529,75,0
39.5144,13.2492,279,75,0
39.5193,13.2465,460,75,0
38.1871,14.4177,2890,75,0
37.9891,14.4505,517,75,0
39.3475,13.0069,486,75,0
39.5414,12.7825,1730,75,0
39.5367,12.7846,975,75,0
39.583,12.3524,104,75,0
39.6341,12.5068,226,75,0
39.5735,14.0525,170,75,0
39.4643,14.4124,82,75,0
39.5715,14.061,147,75,0
39.4019,14.3905,96,75,0
39.5828,14.4395,127,75,0
39.3807,14.4005,8569,75,0
39.5549,14.4238,67,75,0
39.3298,14.3432,83,75,0
39.3891,14.3176,42,75,0
39.5789,14.0553,276,75,0
39.5811,14.1172,74,75,0
39.5591,14.2284,152,75,0
38.0417,14.0884,127,75,0
39.3741,13.9375,252,75,0
39.4493,13.9532,313,75,0
39.3115,13.905,192,75,0
39.3322,13.9544,341,75,0
39.4586,13.99,208,75,0
39.3873,13.9088,129,75,0
39.5111,14.0426,83,75,0
39.6433,14.0383,40,75,0
39.4347,13.9769,137,75,0
39.4314,13.9807,200,75,0
39.4993,14.1116,53,75,0
39.4604,14.0613,131,75,0
39.456,14.0138,108,75,0
39.5976,13.9588,57,75,0
39.3839,14.0939,202,75,0
39.1683,13.6498,229,75,0
39.1724,13.6524,192,75,0
39.1746,13.6343,293,75,0
39.2089,13.1862,1221,75,0
39.2822688,13.1535951,247,75,0
39.0255,13.1043,748,75,0
39.1123,13.2116,133,75,0
39.2407,13.4226,84,75,0
39.1105,13.5741,71,75,0
39.0058,13.5053,212,75,0
39.4494,13.9193,679,75,0
39.3964,13.9555,294,75,0
39.4561,14.1051,51,75,0
39.5781,14.052,150,75,0
39.5708,14.0536,164,75,0
39.4989,14.0099,308,75,0
39.5257,12.9292,145,75,0
39.2595,13.8654,696,75,0
39.5651,14.1874,191,75,0
39.5643,14.187,185,75,0
39.5615,14.1881,111,75,0
39.5541,14.5126,3885,75,0
39.4951,14.2953,147,75,0
39.4712,14.2921,2242,75,0
39.5897644,14.4356972,459,75,0
39.5267,14.482,2132,75,0
39.561,14.1825,474,75,0
39.5607,14.1924,432,75,0
39.0547,13.544,449,75,0
39.0877,13.5715,47,75,0
39.412,14.0141,396,75,0
39.5161,12.9367,238,75,0
39.5199,13.2173,150,75,0
39.497,13.1343,182,75,0
39.4883,13.093,125,75,0
39.667,13.0126,149,75,0
39.7032,13.069,149,75,0
39.384,13.9465,143,75,0
39.322,12.8532,122,75,0
39.5325,12.8929,133,75,0
39.4754,12.9571,77,75,0
39.4861,12.9216,175,75,0
39.4126,14.0923,62,75,0
39.5153,12.9352,176,75,0
39.5654,14.0924,117,75,0
39.3481,13.7701,49,75,0
39.4484,13.8011,51,75,0
39.4244,13.9789,233,75,0
39.589,14.0482,62,75,0
39.5397,14.1158,59,75,0
39.4496,13.8011,56,75,0
39.6111,14.0585,56,75,0
39.5944,14.0124,82,75,0
39.3563,13.7763,127,75,0
39.4139,13.4936,11366,75,0
42.5764,9.2736,1051,75,0
42.7456,9.4001,290,75,0
42.7519,9.6175,5140,75,0
42.5082,9.633,2405,75,0
42.7231,9.652,491,75,0
42.5082,9.2971,446,75,0
38.268,14.0919,260,75,0
38.2282,14.0693,285,75,0
42.5287,9.3537,1218,75,0
44.3347,8.0061,2004,75,0
44.1601,8.2633,1163,75,0
43.3238,9.5928,454,75,0
43.9584,7.8014,1770,75,0
44.4977,7.7674,1394,75,0
44.9763,7.8162,1388,75,0
45.2439,8.5844,740,75,0
45.9157,8.3615,757,75,0
45.5335,7.7856,620,75,0
45.3419,8.1262,2415,75,0
44.7027,8.222,1203,75,0
44.4151,8.6872,181,75,0
42.7705,9.3748,1091,75,0
42.4705,9.2837,485,75,0
42.4626,9.2239,1825,75,0
44.7646,7.607,413,75,0
44.9758,7.5512,383,75,0
44.945,7.6079,453,75,0
43.3254,8.0284,312,75,0
43.2767,8.1571,240,75,0
43.2998,8.2425,662,75,0
43.8103,7.9505,546,75,0
43.6925,8.047,291,75,0
42.5953,9.2429,929,75,0
42.6619,9.3865,578,75,0
42.8578,9.4792,287,75,0
42.7635,9.4829,510,75,0
42.5722,9.3479,3173,75,0
39.5042,13.2077,149,75,0
39.4194,13.2982,68,75,0
39.5297,13.0198,824,75,0
39.3574,13.1839,143,75,0
39.6723,12.9626,129,75,0
39.6112,13.0057,135,75,0
39.6406,13.0773,454,75,0
39.7006,13.1231,155,75,0
39.3944,12.9067,102,75,0
39.3786,12.9285,57,75,0
39.3383,12.8961,45,75,0
39.4549,12.9796,84,75,0
39.511,12.9389,201,75,0
39.4497,12.9092,67,75,0
39.5485,13.0551,228,75,0
39.5177,12.9348,127,75,0
39.5178,12.9337,205,75,0
38.2160796,13.6252112,636,75,0
38.2792,13.5652,831,75,0
38.1464768,13.5893356,572,75,0
38.3518198,13.6432987,599,75,0
37.8243,13.9938,2253,75,0
38.2381,14.2121,164,75,0
38.3906,14.0629,202,75,0
38.4266924,13.6065311,381,75,0
38.2854,14.0799,6976,75,0
38.1231429,13.9410374,116,75,0
38.0129846,14.5594645,152,75,0
38.3961,14.0718,194,75,0
39.1598,14.2718,358,75,0
38.8979,14.1543,1050,75,0
38.8836,14.1669,1710,75,0
38.5515,14.0723,433,75,0
38.5365,14.0245,510,75,0
38.5208,14.1187,153,75,0
38.6447,14.0116,986,75,0
38.6162,14.1215,176,75,0
38.7371729,14.1276986,166,75,0
38.785,14.0273,242,75,0
38.7795,14.0293,370,75,0
38.7483,14.1181,2724,75,0
38.7252,14.1166,2220,75,0
38.7431317,14.120098,136,75,0
38.7181,14.1279,2650,75,0
38.9623,14.159,134,75,0
38.8541,14.1549,371,75,0
38.9662,14.1033,406,75,0
38.6402,13.8926,1166,75,0
38.6479,13.9711,408,75,0
38.6222,13.9781,280,75,0
39.2249,14.3195,517,75,0
38.9665,14.3497,210,75,0
39.1538,14.2803,762,75,0
39.2727,14.0946,468,75,0
39.2722,14.1222,283,75,0
39.1517,14.2764,1704,75,0
38.8266,14.3625,112,75,0
39.0755,14.0979,683,75,0
39.0729,14.1919,408,75,0
39.0897,14.1837,1073,75,0
39.121,14.1935,716,75,0
38.8577,14.1587,871,75,0
39.0196,13.6895,382,75,0
39.1707,13.8309,113,75,0
39.3124,14.0753,104,75,0
38.6596,14.085,371,75,0
39.275,14.0922,251,75,0
38.8966,14.1022,325,75,0
38.8879,14.0794,407,75,0
39.2487,14.2073,391,75,0
39.2158,14.2474,184,75,0
38.9444,14.4351,94,75,0
38.6937,14.086,289,75,0
38.777,14.1546,436,75,0
38.3437,14.1921,429,75,0
38.3176,14.1192,152,75,0
38.7774,14.1545,285,75,0
38.5993,14.3423,743,75,0
38.6078,14.1743,296,75,0
38.7195,14.1335,2192,75,0
38.7161,14.13,2707,75,0
39.0761,14.4384,523,75,0
38.956,14.2186,648,75,0
39.1383,14.497,146,75,0
39.1046,14.1632,183,75,0
39.2168,14.5534,1802,75,0
39.1366,13.7457,186,75,0
38.8921,13.6944,87,75,0
38.7775,14.0262,247,75,0
38.9019,14.1613,1203,75,0
39.2155,14.1668,637,75,0
39.1927,14.2198,184,75,0
39.1781,14.3931,375,75,0
39.1468,14.2778,2821,75,0
38.7837,14.414,817,75,0
39.0956,14.045,739,75,0
38.9901,13.9433,918,75,0
39.1081,14.1665,704,75,0
39.1368,14.163,481,75,0
39.1401,14.1002,364,75,0
39.1001,13.7367,93,75,0
38.897,14.401,515,75,0
38.9891,13.9447,1178,75,0
38.6577,14.0567,131,75,0
38.7565,14.110900000000001,83,75,0
38.5978,14.0835,210,75,0
38.634,14.0922,133,75,0
38.3449,14.1984,400,75,0
38.5475445,14.2823211,217,75,0
38.6296,13.7707,1019,75,0
38.5954,14.2779,605,75,0
38.6355,13.795,397,75,0
38.7138,14.1187,2003,75,0
38.7242,14.123,1104,75,0
38.638,13.8466,3549,75,0
38.7217,14.1208,2343,75,0
38.7482036,14.1243947,297,75,0
38.747286,14.1182102,2241,75,0
38.7137,14.1236,2037,75,0
38.6571,13.923,673,75,0
38.7165,14.1219,1841,75,0
38.8521,14.2249,98,75,0
38.8846,14.2053,125,75,0
38.9076,14.1619,4609,75,0
38.7799,14.03,255,75,0
38.8946,14.1665,7883,75,0
38.8828,14.1862,7325,75,0
38.7687,13.9872,372,75,0
39.0816,14.2711,311,75,0
38.5949,14.2758,525,75,0
38.949,14.2623,130,75,0
38.973,14.4854,119,75,0
38.9091,14.3533,443,75,0
39.0965,14.3287,257,75,0
39.0793,14.3019,301,75,0
39.0049,14.1258,242,75,0
39.0384,14.3448,199,75,0
39.2334,14.1853,375,75,0
38.8956,14.1694,85,75,0
38.6624632,14.109884,86,75,0
38.6016961,14.0482802,70,75,0
38.7202,14.0663,198,75,0
38.3693,14.0043,168,75,0
39.0169,14.0058,1454,75,0
39.0716,14.0387,7781,75,0
39.0803,13.998,737,75,0
39.0154,13.9637,131,75,0
38.9123,13.73,167,75,0
38.998,13.7363,771,75,0
39.2792,14.0846,360,75,0
39.2026,14.1118,822,75,0
38.4202,14.0495,119,75,0
37.7348,14.3267,137,75,0
37.739,14.3273,148,75,0
38.9975,13.9208,356,75,0
38.5935,14.277,653,75,0
38.7302,14.1179,2702,75,0
38.8189,14.1528,455,75,0
38.8864,14.1583,1957,75,0
38.9709,14.0302,357,75,0
39.1199,13.8146,192,75,0
38.3095,14.1636,244,75,0
39.2447,14.022,519,75,0
39.1437,13.9558,613,75,0
39.298,14.0425,596,75,0
36.4597,8.1768,2174,75,0
36.4639,8.0911,5690,75,0
36.6567,7.0967,1102,75,0
36.6606,7.1156,234,75,0
36.6093,6.7435,216,75,0
36.6145,6.7536,273,75,0
36.5936,6.8387,101,75,0
36.5986,6.9687,401,75,0
36.6037,6.9692,406,75,0
36.704,7.1394,389,75,0
36.6708,7.1059,208,75,0
36.7928,7.1694,192,75,0
36.7941,7.1687,133,75,0
36.79,7.1669,145,75,0
37.4724,7.7129,252,75,0
36.6882045,7.9706556,410,75,0
36.5692,7.8696,133,75,0
36.2096,7.9774,123,75,0
36.1007,7.9104,100,75,0
36.1,7.9126,177,75,0
36.2433,7.7478,852,75,0
36.2493,7.7454,373,75,0
36.4857,7.998,105,75,0
36.8481,7.6697,3191,75,0
41.9046,8.4586,2700,75,0
41.7244,7.1784,1860,75,0
41.6589,7.4246,6600,75,0
38.5917,14.2833,90,75,0
42.3908,9.1814,41376,75,0
36.8268,7.6908,359,75,0
37.4082,8.2264,1738,75,0
37.4039,8.2179,1898,75,0
37.3877,8.1911,1788,75,0
38.2259,14.1005,6642,75,0
37.8876,14.3279,965,75,0
37.77,14.374,7566,75,0
42.3936,9.1773,51780,75,0
38.3444,14.076,158,75,0
38.5947,14.2784,529,75,0
39.1866,14.0472,815,75,0
38.5914,14.2734,234,75,0
39.0262,13.8809,338,75,0
38.6255,14.2308,332,75,0
38.655,14.1114,63,75,0
38.8119,14.0911,71,75,0
38.9708,14.355,84,75,0
38.5483,14.1223,374,75,0
38.9409,13.9516,281,75,0
38.9683,14.0043,132,75,0
38.9563,13.6838,278,75,0
39.2616,14.1022,393,75,0
38.7842,14.3941,242,75,0
39.2369,14.0481,320,75,0
39.2337,14.1856,119,75,0
38.8003,14.392,150,75,0
39.0179,14.2862,385,75,0
37.7692,12.9845,412,75,0
39.8153483,-12.99635,1378,158,0
39.8273157,-12.979341,1865,158,0
39.9194082,-12.9717297,362,158,0
39.931858,-12.8715112,2051,158,0
39.55932,-13.0227648,580,158,0
39.5638243,-13.0200725,147,158,0
39.46848,-12.9816433,555,158,0
39.5177503,-12.9113705,378,158,0
39.6296608,-13.0092935,8263,158,0
39.610672,-12.9916948,2647,158,0
39.8015283,-13.085095,2890,158,0
39.8066906,-13.0851887,832,158,0
39.8642121,-13.1001896,3118,158,0
39.9665408,-13.0530031,1376,158,0
38.3775886,-13.3699344,648,158,0
38.4567554,-13.4820314,435,158,0
38.4205921,-13.2578147,515,158,0
39.6485204,-13.397922,2108,158,0
39.6117771,-13.39315,969,158,0
39.8142052,-13.2668708,9180,158,0
39.8498187,-13.2542053,1789,158,0
39.7883804,-13.5287783,816,158,0
39.9387499,-13.3757875,582,158,0
39.419287,-13.394902,824,158,0
39.5599099,-13.3677295,2243,158,0
39.8021273,-13.6448907,357,158,0
40.1544905,-12.2333248,566,158,0
40.1455887,-12.2408614,2846,158,0
40.1513938,-12.2369107,2683,158,0
40.155,-12.2225183,6263,158,0
40.1264201,-12.2704109,1776,158,0
40.1264203,-12.2474702,722,158,0
40.1714467,-12.2490139,3159,158,0
40.527445,-13.4268362,350,158,0
40.4716605,-13.1975914,870,158,0
39.6652,-12.5397449,643,158,0
40.4017307,-13.0470207,3285,158,0
40.4021467,-12.9730251,1074,158,0
40.3872617,-12.9985954,484,158,0
40.3785253,-12.9672124,1303,158,0
40.3826597,-12.9748877,308,158,0
40.384284,-13.0114154,832,158,0
40.39039,-13.019683,2359,158,0
40.4490911,-13.1799541,4021,158,0
40.4511068,-13.1287401,628,158,0
40.3311864,-12.9460867,1085,158,0
40.3411294,-12.9880142,916,158,0
40.3301767,-12.9796779,231,158,0
40.3506768,-12.9299964,891,158,0
40.31748,-12.9684037,524,158,0
40.2418987,-13.148528,2133,158,0
40.3709337,-13.0598808,1407,158,0
40.2647138,-13.0725128,1767,158,0
40.2620102,-13.159037,2927,158,0
40.3366252,-11.3683031,1989,158,0
38.9172373,-13.180255,1246,158,0
38.8733,-13.222735,1975,158,0
38.87406,-13.2628222,650,158,0
38.9686779,-13.1999025,409,158,0
38.9583832,-13.1659748,1584,158,0
38.9060117,-13.2000183,1674,158,0
38.8950469,-13.2073853,3418,158,0
38.8144872,-13.0561,431,158,0
38.8056706,-12.9692979,120,158,0
38.9597336,-13.0605173,415,158,0
38.9315278,-13.1739202,209,158,0
39.0878281,-13.0993442,3506,158,0
39.1383012,-13.0783034,540,158,0
39.1133717,-13.0968151,815,158,0
39.3369554,-12.9925838,2887,158,0
39.7448019,-11.4758787,6600,158,0
39.5450672,-11.6047077,3783,158,0
39.5250963,-11.6218016,5370,158,0
39.6758007,-11.5797309,2758,158,0
38.4918752,-11.4291906,107,158,0
39.441574,-11.3113023,2093,158,0
39.478671,-11.2456865,2648,158,0
39.4818243,-11.1281531,1021,158,0
39.6898006,-11.7925981,1499,158,0
39.7391425,-11.7603073,2311,158,0
39.7530804,-11.7683762,6139,158,0
38.7544203,-13.690322,774,158,0
39.6139281,-11.3905556,9695,158,0
39.6885536,-11.4051344,2671,158,0
39.6616486,-11.3948454,5475,158,0
39.7442532,-11.4468532,4667,158,0
40.0260678,-12.6512183,350,158,0
40.0152737,-12.6365159,250,158,0
40.0388886,-12.6957633,296,158,0
40.5110978,-12.4068511,846,158,0
39.6380493,-15.4189937,4545,158,0
39.9763674,-14.1951188,35,158,0
35.2038033,-13.193235,108,158,0
36.5530117,-14.7663709,507,158,0
36.5579031,-14.7646037,244,158,0
36.4778843,-14.7652091,115,158,0
34.857425,-12.6142333,47,158,0
34.9449367,-12.5313467,62,158,0
37.5238851,-13.1847744,102,158,0
39.474617,-12.9133497,408,158,0
39.61048,-12.9973133,8272,158,0
39.981885,-13.1048317,826,158,0
38.5756233,-13.3529467,7902,158,0
38.4356437,-13.3911309,258,158,0
38.3535414,-13.5367797,64,158,0
39.7827909,-13.385667,3090,158,0
39.8235946,-13.5662752,94,158,0
40.5283563,-12.9877861,7225,158,0
40.4924753,-12.9648836,305,158,0
40.5149351,-12.9635048,6395,158,0
40.5674089,-13.0213756,7456,158,0
40.5582401,-12.9695158,6920,158,0
40.4999079,-12.9554687,3098,158,0
40.5389744,-12.9820011,3354,158,0
40.5314674,-13.0181292,4865,158,0
40.5812675,-12.9703075,2932,158,0
40.5252334,-13.0603568,2384,158,0
40.5297157,-13.0393834,3322,158,0
40.5064312,-12.9591962,5620,158,0
40.4859222,-12.9607984,5815,158,0
40.6010284,-12.329332,4888,158,0
40.5918752,-12.3460505,10274,158,0
40.5957672,-12.4060061,4739,158,0
40.5536883,-12.9948845,30830,158,0
40.5381104,-13.0206649,2754,158,0
40.5508588,-13.3024958,497,158,0
40.5496819,-13.3521801,461,158,0
40.5522831,-13.1416888,603,158,0
40.5291771,-13.0891052,231,158,0
40.5485923,-13.1351868,165,158,0
39.6418521,-12.543306,10746,158,0
39.6289318,-12.5392431,136,158,0
40.0765867,-12.4906749,181,158,0
40.4126084,-12.8874506,3040,158,0
40.3914403,-12.9739742,6557,158,0
40.4542915,-13.1097055,21701,158,0
40.3257861,-12.9485521,1626,158,0
40.2943554,-13.1043351,1367,158,0
39.2803187,-13.0370138,455,158,0
39.4292483,-11.7007556,271,158,0
39.7215015,-11.5247595,5396,158,0
39.7240447,-11.5806611,474,158,0
39.5005445,-11.5288744,1131,158,0
39.5710438,-11.6812069,4701,158,0
39.5360488,-11.8084884,6497,158,0
39.6782759,-11.7349841,920,158,0
39.4878714,-11.236983,318,158,0
39.3069918,-11.3085444,990,158,0
39.4386169,-11.404709,3280,158,0
39.8933682,-11.7294744,226,158,0
39.8034765,-11.7594583,3280,158,0
39.8132619,-11.8218766,480,158,0
39.8972886,-11.7767841,282,158,0
38.5795634,-13.3440055,244,158,0
38.5795142,-13.3441485,211,158,0
38.5784786,-13.3473474,69,158,0
38.8175742,-13.6194483,1058,158,0
38.8325824,-13.7768604,89,158,0
38.8516144,-13.5051891,529,158,0
38.6781511,-13.7404954,37,158,0
38.6002802,-13.7085238,44,158,0
38.5198368,-13.797454,94,158,0
39.6576398,-11.3880675,4506,158,0
39.7342706,-11.430452,11620,158,0
39.6724032,-11.0668567,15953,158,0
33.6703933,-25.1150491,160,158,0
35.4337249,-23.9187737,447,158,0
35.1727502,-24.3480105,28,158,0
33.2184434,-17.7925111,138,158,0
33.2525421,-17.6042579,433,158,0
33.4751062,-19.1987257,201,158,0
33.6424338,-19.0569314,533,158,0
33.8400485,-19.5423635,823,158,0
33.9271623,-17.889426,785,158,0
33.9723313,-17.7097811,340,158,0
33.4834718,-19.1117419,153,158,0
33.838447,-18.4279742,60,158,0
33.411214,-17.7293921,567,158,0
33.4562871,-17.8423857,4125,158,0
33.1955482,-20.1985802,4300,158,0
33.3507378,-19.789331,3384,158,0
33.379625,-19.9712761,4566,158,0
33.5938243,-19.9159275,7459,158,0
33.2633018,-20.0702411,3732,158,0
33.4259566,-19.992658,2202,158,0
33.1514111,-19.5199102,632,158,0
33.4834059,-19.1116954,33,158,0
33.4834498,-19.1116739,27,158,0
33.4834443,-19.1116635,20,158,0
39.906285,-16.12922,20,158,0
39.8647559,-15.9871479,16,158,0
39.2619602,-15.1104148,8310,158,0
39.9099591,-13.9198834,206,158,0
39.8265728,-13.7181105,993,158,0
40.6703583,-15.022045,102,158,0
39.9450237,-15.6035632,46,158,0
37.4095904,-14.9574001,105,158,0
39.9845863,-14.9156522,6422,158,0
38.8912896,-14.663248,391,158,0
40.2927567,-13.7949919,37,158,0
40.5257552,-14.1873461,151,158,0
40.3469717,-14.0200583,38,158,0
40.5923717,-13.9316361,262,158,0
40.5283111,-14.1867818,305,158,0
40.491764,-14.3321454,16,158,0
40.6203817,-14.323868300000001,356,158,0
40.3911083,-15.5382441,139,158,0
39.3373491,-15.7099895,11,158,0
40.3355397,-14.7195886,60,158,0
39.2623868,-15.1172576,1067,158,0
40.7625013,-14.8581767,591,158,0
40.6597711,-14.9671134,250,158,0
40.427185,-14.9424033,777,158,0
39.6333246,-14.8874804,111,158,0
38.6815577,-15.4567208,14,158,0
40.6931418,-14.5529548,187,158,0
40.7806545,-14.634335,66,158,0
40.677627,-14.5356537,51,158,0
40.7016622,-14.5463677,410,158,0
40.6801655,-14.6036128,45,158,0
40.6913904,-14.5399858,108,158,0
40.6932424,-14.6641317,18,158,0
40.6872691,-14.6519678,8,158,0
40.6812949,-14.6529334,77,158,0
40.6945905,-14.5069458,73,158,0
40.6853096,-14.6230936,20,158,0
40.6913401,-14.4708038,114,158,0
40.675988,-14.6762169,34,158,0
40.6970931,-14.5220743,139,158,0
40.6823648,-14.5786786,255,158,0
40.7933011,-14.5086767,65,158,0
40.6893284,-14.5212627,177,158,0
40.6849187,-14.5589217,86,158,0
40.6281342,-14.5476097,245,158,0
39.2609892,-15.11638,143,158,0
39.1224052,-15.0314823,1383,158,0
38.3211566,-14.9426049,92,158,0
35.4225125,-13.3399143,19,158,0
35.250308,-13.3217107,237,158,0
35.008845,-13.3353433,29,158,0
35.2635063,-13.3228681,126,158,0
35.2637736,-13.316928,489,158,0
36.5477216,-14.7957032,21,158,0
36.5537994,-14.7967791,316,158,0
35.2682356,-13.3137561,124,158,0
35.2637736,-13.316928,57,158,0
37.1605583,-13.8717524,18,158,0
36.25613,-12.5648083,14,158,0
35.2639497,-13.3228024,3,158,0
36.7964519,-14.3339598,28,158,0
35.6421213,-13.0866737,11,158,0
35.24356,-13.3172093,19,158,0
38.3073799,-14.1327397,383,158,0
38.3073747,-14.1327948,402,158,0
35.4277383,-12.9413917,147,158,0
34.4331292,-19.9946451,2423,158,0
34.4128334,-19.9612088,5200,158,0
34.4008085,-19.9556026,1264,158,0
34.6581713,-20.0013136,3109,158,0
34.3406429,-19.962799,1592,158,0
34.8084243,-19.7309172,1550,158,0
34.463665,-19.8671799,1255,158,0
34.4340275,-19.8642517,775,158,0
34.8153262,-19.7297144,9315,158,0
34.291815,-19.913552,856,158,0
34.4799482,-19.8661934,207,158,0
34.8114059,-19.7359357,280,158,0
34.1443281,-19.977779,1893,158,0
34.1581765,-19.984403,1380,158,0
34.3031564,-19.9640068,2869,158,0
34.071834,-19.9473347,940,158,0
34.9671729,-18.0987424,1413,158,0
35.1147451,-17.657382900000002,3368,158,0
35.1266612,-17.6247887,1055,158,0
35.0937248,-17.5713185,1266,158,0
35.1082708,-17.5901379,937,158,0
33.8811689,-19.6487615,2750,158,0
34.0429173,-19.8852625,2826,158,0
33.8941985,-19.8719851,1575,158,0
33.9229069,-19.8401872,3045,158,0
34.0328757,-19.938857,1500,158,0
33.5473124,-19.9668979,915,158,0
34.7259453,-19.643831,3999,158,0
34.7061043,-19.4072191,436,158,0
34.6297416,-19.5637733,242,158,0
34.6041961,-19.4661518,3200,158,0
34.101952,-18.984622,356,158,0
33.872324,-18.606573,1169,158,0
34.411324,-18.491471,131,158,0
34.761455,-18.287773,2202,158,0
35.7302799,-18.1794513,1734,158,0
34.2036011,-19.2515954,1081,158,0
34.2187866,-19.177752,3426,158,0
34.4073491,-19.3690262,1325,158,0
34.3735067,-19.3497519,3221,158,0
33.5740011,-16.1157874,4915,158,0
